gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
5163473086	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				91111cda-c2f7-4e9b-b364-133f5ba08eb8			Natuurwerk					unknown	unknown									present									bycatch											30-07-2024_laakdal41				2024-07-30								freshwater; stagnant	catch, fike	7	single fyke				3FF122FA-A234-4A59-B023-BF7A15813990			Europe					BE				laakdal 41													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163473060	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				51ae3dfa-90ce-4701-9361-bf76ad463b9b			Natuurwerk					unknown	unknown									present									bycatch											07-05-2024_laakdal39				2024-05-07								freshwater; stagnant	catch, fike	20	single fyke				E9E4CE1C-43A6-4817-96EB-873765AA5598			Europe					BE				laakdal 39													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163473035	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				22c99303-c8fa-4cb2-806b-8ef626d88ae7			Natuurwerk					unknown	unknown									present									bycatch											08-07-2022_laakdal32c				2022-07-08								freshwater; stagnant	catch, fike	9	single fyke				8dd8b062-2159-4ffb-bb54-2902bcaf4652			Europe					BE				laakdal 32c													51.07806	4.97982	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163473031	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				a9611996-e1f1-4b1a-97a0-76ee03512b90			Natuurwerk					unknown	unknown									present									bycatch											30-07-2024_laakdal41				2024-07-30								freshwater; stagnant	catch, fike	17	single fyke				3FF122FA-A234-4A59-B023-BF7A15813990			Europe					BE				laakdal 41													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472986	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				5f9c5c29-7470-4116-964e-546c0fa3355d			Natuurwerk					unknown	unknown									present									bycatch											13-06-2023_laakdal43				2023-06-13								freshwater; stagnant	catch, fike	20	single fyke				80212004-2568-4EFB-B97B-75F8EC16F9C1			Europe					BE				laakdal 43													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472976	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				ea1b3cd8-b378-41c2-8c9c-f9be296111d0			Natuurwerk					unknown	unknown									present									bycatch											14-06-2023_laakdal30b				2023-06-14								freshwater; stagnant	catch, fike	2	paired fyke				92777d67-9553-48cc-b78e-2f8325715769			Europe					BE				laakdal 30b													51.07806	4.97982	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472951	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				4c45c896-dd1f-409c-9ebf-29ae6e87f444			Natuurwerk					unknown	unknown									present									bycatch											15-06-2022_laakdal29				2022-06-15								freshwater; stagnant	catch, fike	1	single fyke				b5425787-f7c9-4bae-b5fd-80efc0b529d4			Europe					BE				laakdal 29													51.07806	4.97982	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472943	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				538072af-5492-4f2c-9f6e-61612e310c5c			Natuurwerk					unknown	unknown									present									bycatch											20-06-2023_laakdal32c				2023-06-20								freshwater; stagnant	catch, fike	5	single fyke				8dd8b062-2159-4ffb-bb54-2902bcaf4652			Europe					BE				laakdal 32c													51.07806	4.97982	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472918	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				15760269-d594-417f-88e0-1d2f3974cef8			Natuurwerk					unknown	unknown									present									bycatch											16-06-2022_laakdal39				2022-06-16								freshwater; stagnant	catch, fike	13	single fyke				E9E4CE1C-43A6-4817-96EB-873765AA5598			Europe					BE				laakdal 39													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472868	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				0133f3df-d7f6-4c9a-a591-bed883423b2b			Natuurwerk					unknown	unknown									present									bycatch											05-07-2024_scheps41				2024-07-05								freshwater; stagnant	catch, fike	12	single fyke				89FF8F2D-DE88-49E0-95F6-D0EA5A15D42F			Europe					BE				scheps 41													51.1212	5.14696	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472832	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				62ea9c65-20b6-48c5-a0bc-3d66b99429f2			Natuurwerk					unknown	unknown									present									bycatch											23-07-2024_molsenete25				2024-07-23								freshwater; stagnant	catch, fike	4	single fyke				CCB25757-251A-496E-BE76-0FCEBCCE248E			Europe					BE				molse nete 25													51.18456	5.15462	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472749	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				24042787-8fd7-4c6c-9352-d49efff77667			Natuurwerk					unknown	unknown									present									bycatch											01-09-2023_hallaar15				2023-09-01								freshwater; stagnant	catch, fike	4	paired fyke				B84D1ADC-7A0E-4EB8-A6AD-8F7A9C7C5CBB			Europe					BE				hallaar 15													51.09421	4.7347	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472720	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				20b0ff53-e3b6-4cd0-ba85-ddb16c658f07			Natuurwerk					unknown	unknown									present									bycatch											17-06-2022_laakdal29				2022-06-17								freshwater; stagnant	catch, fike	1	paired fyke				b5425787-f7c9-4bae-b5fd-80efc0b529d4			Europe					BE				laakdal 29													51.07806	4.97982	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472713	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				7b0ec3c4-caa9-46b3-a3f2-de0c08826933			Natuurwerk					unknown	unknown									present									bycatch											13-09-2022_scheps41				2022-09-13								freshwater; stagnant	catch, fike	5	single fyke				89FF8F2D-DE88-49E0-95F6-D0EA5A15D42F			Europe					BE				scheps 41													51.1212	5.14696	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472699	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				61212a97-bd74-4870-afc4-696e0d2c9375			Natuurwerk					unknown	unknown									present									bycatch											31-07-2024_laakdal41				2024-07-31								freshwater; stagnant	catch, fike	7	single fyke				3FF122FA-A234-4A59-B023-BF7A15813990			Europe					BE				laakdal 41													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472686	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				53e00472-d14b-4d51-b68a-4b789a8efc50			Natuurwerk					unknown	unknown									present									bycatch											26-06-2024_molsenete36				2024-06-26								freshwater; stagnant	catch, fike	5	single fyke				0CB2CE2E-0B10-466F-AFC9-E89420928222			Europe					BE				molse nete 36													51.18456	5.15462	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472678	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				6b870a5e-97e6-48d2-a811-ef99532eeafa			Natuurwerk					unknown	unknown									present									bycatch											21-06-2024_molsenete34				2024-06-21								freshwater; stagnant	catch, fike	13	single fyke				C9CD45C3-D4B7-43B3-A539-282D76046F45			Europe					BE				molse nete 34													51.18516	5.1689	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472631	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				136ded6d-31e9-485e-ace4-6f8302685666			Natuurwerk					unknown	unknown									present									bycatch											14-07-2021_molsenete25				2021-07-14								freshwater; stagnant	catch, fike	1	paired fyke				CCB25757-251A-496E-BE76-0FCEBCCE248E			Europe					BE				molse nete 25													51.18456	5.15462	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472427	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				287d4124-2dd9-44f8-9d75-47035aa51fc5			Natuurwerk					unknown	unknown									present									bycatch											21-06-2023_laakdal39				2023-06-21								freshwater; stagnant	catch, fike	15	single fyke				E9E4CE1C-43A6-4817-96EB-873765AA5598			Europe					BE				laakdal 39													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472426	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				b9aca98f-b3d2-4001-a77f-5db33cfc6395			Natuurwerk					unknown	unknown									present									bycatch											10-05-2024_laakdal39				2024-05-10								freshwater; stagnant	catch, fike	20	single fyke				E9E4CE1C-43A6-4817-96EB-873765AA5598			Europe					BE				laakdal 39													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472354	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				500a4213-e232-40b5-b261-ef776078d3c3			Natuurwerk					unknown	unknown									present									bycatch											31-07-2024_laakdal42				2024-07-31								freshwater; stagnant	catch, fike	7	paired fyke				CFE5F760-038E-4AFA-A19C-F41167BA5C06			Europe					BE				laakdal 42													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472294	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				1bf4a703-fb05-42e9-a781-cc57e49ec861			Natuurwerk					unknown	unknown									present									bycatch											16-07-2020_laakdal31				2020-07-16								freshwater; stagnant	catch, fike	2	paired fyke				b72872c7-abb2-4f88-b271-0e0fb21576ff			Europe					BE				laakdal 31													51.07806	4.97982	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472291	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				7ca99b34-823c-4333-8b93-5eafa530b56a			Natuurwerk					unknown	unknown									present									bycatch											23-06-2022_molsenete24				2022-06-23								freshwater; stagnant	catch, fike	1	paired fyke				667B05B6-3402-42C6-9DA3-60DA57D7751A			Europe					BE				molse nete 24													51.18456	5.15462	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472272	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				7e9e7a77-ec93-457b-88cb-ec942097064b			Natuurwerk					unknown	unknown									present									bycatch											03-07-2020_laakdal10				2020-07-03								freshwater; stagnant	catch, fike	2	paired fyke				ed140e69-cc25-475f-ae0a-3b54cb11d089			Europe					BE				laakdal 10													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472255	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				f27ff68e-67d8-4ce8-ad44-cbe37c116221			Natuurwerk					unknown	unknown									present									bycatch											24-05-2024_laakdal41				2024-05-24								freshwater; stagnant	catch, fike	24	single fyke				3FF122FA-A234-4A59-B023-BF7A15813990			Europe					BE				laakdal 41													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472249	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				52dff192-97bb-4a91-83cf-30e73b14af67			Natuurwerk					unknown	unknown									present									bycatch											14-06-2023_laakdal43				2023-06-14								freshwater; stagnant	catch, fike	21	single fyke				80212004-2568-4EFB-B97B-75F8EC16F9C1			Europe					BE				laakdal 43													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472227	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				946ba27b-c96d-416f-823f-0f2301581061			Natuurwerk					unknown	unknown									present									bycatch											30-07-2024_laakdal41				2024-07-30								freshwater; stagnant	catch, fike	17	single fyke				3FF122FA-A234-4A59-B023-BF7A15813990			Europe					BE				laakdal 41													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472226	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				d5958a55-9352-4bff-954d-8c0dc4986166			Natuurwerk					unknown	unknown									present									bycatch											13-06-2023_laakdal41				2023-06-13								freshwater; stagnant	catch, fike	20	single fyke				3FF122FA-A234-4A59-B023-BF7A15813990			Europe					BE				laakdal 41													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472193	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				25cf3a25-db38-48b0-9267-f1b518b2c191			Natuurwerk					unknown	unknown									present									bycatch											16-06-2022_laakdal39				2022-06-16								freshwater; stagnant	catch, fike	13	single fyke				E9E4CE1C-43A6-4817-96EB-873765AA5598			Europe					BE				laakdal 39													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472192	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				7c59742d-8a2a-433a-b5f0-a687c2dd0ef8			Natuurwerk					unknown	unknown									present									bycatch											26-07-2024_laakdal28				2024-07-26								freshwater; stagnant	catch, fike	3	paired fyke				dee6de91-ec4a-4fe7-ad5b-f291ab15e737			Europe					BE				laakdal 28													51.07806	4.97982	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472157	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				5f3af17a-8a1e-40d6-9373-42ee614902af			Natuurwerk					unknown	unknown									present									bycatch											21-05-2024_laakdal41				2024-05-21								freshwater; stagnant	catch, fike	24	single fyke				3FF122FA-A234-4A59-B023-BF7A15813990			Europe					BE				laakdal 41													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472129	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				f47ba7c0-30fe-442b-89aa-c50e75ef0a61			Natuurwerk					unknown	unknown									present									bycatch											13-07-2023_molsenete25				2023-07-13								freshwater; stagnant	catch, fike	2	paired fyke				CCB25757-251A-496E-BE76-0FCEBCCE248E			Europe					BE				molse nete 25													51.18456	5.15462	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472070	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				f8244431-cceb-480e-b7b4-483e29c6d31f			Natuurwerk					unknown	unknown									present									bycatch											20-06-2023_laakdal39				2023-06-20								freshwater; stagnant	catch, fike	15	single fyke				E9E4CE1C-43A6-4817-96EB-873765AA5598			Europe					BE				laakdal 39													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163472039	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				50fa8b5c-5233-4865-85f0-79b239fbc2ce			Natuurwerk					unknown	unknown									present									bycatch											28-06-2024_molsenete33				2024-06-28								freshwater; stagnant	catch, fike	8	single fyke				276A7C1B-8319-406E-994A-FF595554EF58			Europe					BE				molse nete 33													51.18516	5.1689	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163471999	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				754dcb11-fe17-4157-9cd4-95efe46b4074			Natuurwerk					unknown	unknown									present									bycatch											30-07-2024_laakdal41				2024-07-30								freshwater; stagnant	catch, fike	7	single fyke				3FF122FA-A234-4A59-B023-BF7A15813990			Europe					BE				laakdal 41													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163471983	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				5b881b83-02a1-47b8-8e19-8cb3d500144b			Natuurwerk					unknown	unknown									present									bycatch											04-07-2024_scheps41				2024-07-04								freshwater; stagnant	catch, fike	12	single fyke				89FF8F2D-DE88-49E0-95F6-D0EA5A15D42F			Europe					BE				scheps 41													51.1212	5.14696	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163471952	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				0e823f00-6e5d-4830-9a37-d2e70ea2b7f9			Natuurpunt					unknown	unknown									present									bycatch											19-06-2019_arendonk2				2019-06-19								freshwater; stagnant	catch, fike	5	fyke				fbb3baeb-c846-444c-926e-02445e328b78			Europe					BE				arendonk 2													51.32681	5.11082	WGS84	707.1067811865476																																						Natuurpunt				validated										Orconectes limosus								Animalia																species				ICZN			
5163471947	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				ab89e155-8d29-4fb8-8ff0-ddbcfc3dbeb1			Natuurwerk					unknown	unknown									present									bycatch											27-07-2023_molsenete25				2023-07-27								freshwater; stagnant	catch, fike	5	single fyke				CCB25757-251A-496E-BE76-0FCEBCCE248E			Europe					BE				molse nete 25													51.18456	5.15462	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163471941	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				ee16fa92-7df7-4020-9277-7c0ee20ca100			Natuurwerk					unknown	unknown									present									bycatch											31-07-2024_laakdal41				2024-07-31								freshwater; stagnant	catch, fike	4	paired fyke				3FF122FA-A234-4A59-B023-BF7A15813990			Europe					BE				laakdal 41													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
5163471938	http://www.inbo.be/en/norms-for-data-use			http://creativecommons.org/publicdomain/zero/1.0/				INBO				https://doi.org/10.15468/daf62d			Invasive species - American bullfrog (Lithobates catesbeianus) in Flanders, Belgium (post 2018)		HumanObservation				05a8f800-abb3-4bb3-9c15-1702043de17a			Natuurwerk					unknown	unknown									present									bycatch											08-06-2023_laakdal42				2023-06-08								freshwater; stagnant	catch, fike	20	single fyke				CFE5F760-038E-4AFA-A19C-F41167BA5C06			Europe					BE				laakdal 42													51.07745	4.96557	WGS84	707.1067811865476																																						Natuurwerk				validated										Orconectes limosus								Animalia																species				ICZN			
